order_item_id;order_id;product_id;quantity;unit_price;discount_pct;line_amount
9000063;700052;1033;1;88790;7;82575
9000064;700053;1073;1;18790;12;16535
9000065;700054;1050;1;6090;7;5664
9000066;700055;1006;1;126990;0;126990
9000067;700056;1092;1;698;3;677
9000068;700057;1041;1;50090;5;47586
9000069;700058;1057;1;7345;10;6611
9000070;700058;1085;1;1790;0;1790
9000071;700059;1005;1;112790;0;112790
9000072;700059;1094;1;2790;12;2455
9000073;700060;1058;1;12490;0;12490
9000074;700061;1073;1;18990;0;18990
9000075;700062;1077;2;889;5;1689
9000076;700063;1012;1;34345;5;32628
9000077;700064;1063;1;3490;5;3316
9000078;700064;1012;1;34090;0;34090
9000079;700065;1087;2;1990;0;3980
9000080;700065;1033;1;88345;12;77744
9000081;700066;1038;1;42490;0;42490
9000082;700066;1034;1;109990;3;106690
9000083;700067;1019;1;24790;10;22311
9000084;700067;1092;1;687;5;653
9000085;700068;1032;1;4490;5;4266
9000086;700068;1057;1;7567;10;6810
9000087;700068;1035;1;57790;3;56056
9000088;700069;1069;1;6990;0;6990
9000089;700070;1004;1;101567;10;91410
9000090;700071;1070;1;13345;3;12945
9000091;700071;1061;1;3567;5;3389
9000092;700072;1043;1;31090;0;31090
9000093;700073;1076;1;1490;3;1445
9000094;700074;1042;1;19490;12;17151
9000095;700075;1022;1;18490;0;18490
9000096;700076;1094;1;2990;10;2691
9000097;700076;1047;1;33567;0;33567
9000098;700077;1059;1;3490;5;3316
9000099;700078;1015;1;21490;5;20416
9000100;700079;1012;1;35790;5;34000
9000101;700080;1016;1;35567;0;35567
9000102;700080;1079;1;1790;0;1790
9000103;700081;1023;1;25345;0;25345
9000104;700082;1031;1;18345;0;18345
9000105;700083;1078;1;690;5;656
9000106;700083;1031;1;18567;12;16339
9000107;700084;1018;1;39490;3;38305
9000108;700085;1050;1;7490;0;7490
9000109;700086;1005;1;111790;5;106200
9000110;700087;1043;1;31790;0;31790
9000111;700087;1077;1;895;0;895
9000112;700087;1081;1;2345;3;2275
9000113;700088;1070;1;13090;0;13090
9000114;700089;1010;1;109567;10;98610
9000115;700090;1028;1;78090;0;78090
9000116;700091;1089;1;1345;3;1305
9000117;700092;1001;1;73090;0;73090
9000118;700093;1019;1;25567;0;25567
9000119;700094;1018;1;40990;10;36891
9000120;700095;1051;1;27090;0;27090
9000121;700096;1027;1;27090;0;27090
9000122;700097;1065;1;1990;5;1890
9000123;700098;1074;1;11790;10;10611
9000124;700098;1086;1;4567;3;4430
9000125;700099;1027;1;28090;10;25281
9000126;700100;1048;1;44990;0;44990
9000127;700101;1026;1;43345;10;39011
9000128;700102;1041;1;50790;10;45711
9000129;700103;1039;1;67990;0;67990
9000130;700104;1015;1;21990;5;20890
9000131;700105;1085;1;1090;0;1090
9000132;700105;1069;1;6345;0;6345
9000133;700106;1075;1;2090;0;2090
9000134;700107;1071;1;7790;3;7556
9000135;700108;1047;1;32345;3;31375
9000136;700109;1042;1;19990;0;19990
9000137;700110;1027;1;27990;7;26031
9000138;700111;1077;1;899;7;836
9000139;700112;1002;1;84490;0;84490
9000140;700113;1072;1;8567;0;8567
9000141;700113;1042;1;19567;7;18197
9000142;700113;1013;1;74090;0;74090
9000143;700114;1092;1;700;12;616
9000144;700114;1042;1;20567;3;19950
9000145;700114;1002;1;84990;0;84990
9000146;700115;1032;1;4990;0;4990
9000147;700116;1028;1;76990;0;76990
9000148;700117;1065;1;1090;0;1090
9000149;700118;1032;1;4490;3;4355
9000150;700119;1071;1;7090;5;6736
9000151;700120;1015;1;21567;10;19410
9000152;700121;1041;1;50567;3;49050
9000153;700121;1066;1;11567;7;10757
9000154;700122;1039;1;67790;10;61011
9000155;700123;1013;1;74790;0;74790
9000156;700124;1073;1;19090;0;19090
9000157;700124;1074;1;12345;0;12345
9000158;700125;1023;1;24567;0;24567
9000159;700125;1090;1;1567;0;1567
9000160;700126;1091;1;789;0;789
9000161;700127;1091;1;798;10;718
9000162;700128;1017;1;23790;5;22600
9000163;700129;1073;1;19567;0;19567
9000164;700130;1093;1;569;0;569
9000165;700131;1065;1;1345;10;1211
9000166;700132;1087;1;1790;7;1665
9000167;700133;1025;1;39345;10;35411
9000168;700134;1052;1;40567;3;39350
9000169;700135;1030;1;19790;0;19790
9000170;700135;1087;1;1490;3;1445
9000171;700136;1058;1;12790;0;12790
9000172;700137;1010;1;108490;0;108490
9000173;700138;1056;1;3090;5;2936
9000174;700138;1001;1;72490;10;65241
9000175;700139;1017;1;23090;0;23090
9000176;700140;1042;1;19490;0;19490
9000177;700141;1023;1;25790;0;25790
9000178;700142;1042;1;19345;0;19345
9000179;700143;1025;1;39345;0;39345
9000180;700144;1072;1;8567;0;8567
9000181;700145;1076;1;1090;3;1057
9000182;700146;1030;1;19990;0;19990
9000183;700147;1027;1;27090;0;27090
9000184;700148;1014;1;28990;0;28990
9000185;700149;1024;1;27990;0;27990
9000186;700150;1056;2;3790;0;7580
9000187;700150;1094;1;2790;7;2595
9000188;700150;1071;1;7090;0;7090
9000189;700151;1075;1;2345;0;2345
9000190;700152;1031;1;18567;0;18567
9000191;700152;1082;1;3790;3;3676
9000192;700153;1033;1;89567;0;89567
9000193;700154;1091;1;790;10;711
9000194;700155;1041;1;49567;0;49567
9000195;700156;1009;1;78990;3;76620
9000196;700157;1005;1;110567;12;97299
9000197;700158;1085;1;1090;0;1090
9000198;700159;1027;1;28567;0;28567
9000199;700160;1032;1;4790;0;4790
9000200;700160;1056;1;3567;7;3317
9000201;700161;1080;1;3790;0;3790
9000202;700161;1019;1;25790;0;25790
9000203;700162;1076;1;1790;3;1736
9000204;700163;1050;1;7345;5;6978
9000205;700164;1041;1;50790;0;50790
9000206;700165;1034;1;111790;0;111790
9000207;700166;1013;1;74090;10;66681
9000208;700166;1078;1;683;5;649
9000209;700167;1020;1;37090;5;35236
9000210;700168;1024;1;27345;0;27345
9000211;700169;1060;1;9490;3;9205
9000212;700170;1008;1;56567;5;53739
9000213;700171;1020;1;37990;0;37990
9000214;700172;1023;1;24790;0;24790
9000215;700173;1054;1;24567;5;23339
9000216;700174;1003;1;82567;0;82567
9000217;700175;1059;1;3990;0;3990
9000218;700176;1059;1;4567;10;4110
9000219;700176;1033;1;91990;5;87390
9000220;700177;1032;1;4345;5;4128
9000221;700177;1008;1;55567;0;55567
9000222;700178;1026;1;43790;0;43790
9000223;700179;1045;1;37490;0;37490
9000224;700180;1004;1;99490;0;99490
9000225;700181;1094;1;2567;10;2310
9000226;700182;1040;1;35567;0;35567
9000227;700182;1079;1;1090;0;1090
9000228;700183;1088;1;2567;0;2567
9000229;700184;1090;1;1790;7;1665
9000230;700184;1003;1;83090;7;77274
9000231;700184;1048;1;45090;3;43737
9000232;700185;1078;1;686;3;665
9000233;700186;1067;1;18090;5;17186
9000234;700187;1040;1;34090;3;33067
9000235;700187;1043;1;31345;0;31345
9000236;700188;1076;1;1345;0;1345
9000237;700189;1034;1;109090;0;109090
9000238;700190;1040;1;35490;0;35490
9000239;700191;1042;1;20345;0;20345
9000240;700192;1024;1;26345;0;26345
9000241;700192;1073;1;19490;5;18516
9000242;700193;1039;1;67345;0;67345
9000243;700194;1062;1;10090;0;10090
9000244;700195;1042;1;19567;7;18197
9000245;700196;1023;1;24490;7;22776
9000246;700197;1010;1;110345;3;107035
9000247;700198;1017;1;23090;10;20781
9000248;700199;1078;1;700;3;679
9000249;700200;1031;1;18490;10;16641
9000250;700201;1064;1;1490;0;1490
9000251;700202;1094;1;2567;3;2490
9000252;700202;1033;1;90567;0;90567
9000253;700202;1059;1;4345;5;4128
9000254;700203;1022;1;18567;5;17639
9000255;700203;1022;1;18567;0;18567
9000256;700204;1085;1;1345;10;1211
9000257;700205;1092;1;683;12;601
9000258;700206;1008;1;55490;0;55490
9000259;700206;1094;1;2490;0;2490
9000260;700206;1089;2;1345;0;2690
9000261;700207;1016;1;36990;0;36990
9000262;700207;1074;1;11090;10;9981
9000263;700208;1039;1;67490;0;67490
9000264;700209;1013;1;76990;3;74680
9000265;700210;1065;1;1567;5;1489
9000266;700210;1069;1;6790;0;6790
9000267;700211;1024;1;26490;10;23841
9000268;700212;1032;1;4345;0;4345
9000269;700212;1039;1;68790;0;68790
9000270;700213;1093;1;566;12;498
9000271;700214;1052;1;39090;12;34399
9000272;700215;1080;1;3567;0;3567
9000273;700216;1077;1;882;0;882
9000274;700217;1072;1;7567;0;7567
9000275;700218;1041;1;49490;3;48005
9000276;700219;1015;1;21490;0;21490
9000277;700220;1043;1;31567;5;29989
9000278;700221;1042;1;19090;12;16799
9000279;700222;1093;1;575;0;575
9000280;700222;1066;1;12345;3;11975
9000281;700223;1082;1;3990;12;3511
9000282;700224;1065;1;1790;0;1790
9000283;700224;1042;1;20090;0;20090
9000284;700225;1017;1;23345;0;23345
9000285;700226;1031;1;18790;10;16911
9000286;700226;1029;1;26567;0;26567
9000287;700227;1070;1;14790;12;13015
9000288;700228;1079;1;1567;0;1567
9000289;700228;1057;1;7090;10;6381
9000290;700229;1050;1;6090;0;6090
9000291;700230;1061;1;3345;12;2944
9000292;700230;1077;1;892;0;892
9000293;700231;1089;1;1090;0;1090
9000294;700232;1092;1;697;0;697
9000295;700233;1093;1;572;5;543
9000296;700234;1088;1;2345;5;2228
9000297;700235;1050;1;6490;5;6166
9000298;700236;1090;1;1490;0;1490
9000299;700236;1087;1;1090;0;1090
9000300;700237;1027;1;27090;0;27090
9000301;700238;1020;1;38790;0;38790
9000302;700239;1001;1;72345;3;70175
9000303;700240;1084;1;5990;0;5990
9000304;700240;1077;1;894;0;894
9000305;700241;1068;1;25567;3;24800
9000306;700242;1072;1;7567;0;7567
9000307;700243;1001;1;72490;5;68866
9000308;700244;1068;1;24990;0;24990
9000309;700245;1028;1;78990;7;73461
9000310;700246;1082;1;3990;7;3711
9000311;700247;1070;1;14790;3;14346
9000312;700248;1046;1;35790;0;35790
9000313;700249;1060;1;9345;10;8411
9000314;700249;1092;1;700;0;700
9000315;700250;1004;1;101490;5;96416
9000316;700251;1004;1;99790;0;99790
9000317;700252;1077;1;877;0;877
9000318;700253;1002;1;85345;0;85345
9000319;700254;1034;1;110790;5;105250
9000320;700255;1020;1;38567;5;36639
9000321;700255;1083;1;2790;5;2650
9000322;700256;1076;1;1567;7;1457
9000323;700257;1034;1;111790;0;111790
9000324;700258;1012;1;35567;3;34500
9000325;700259;1056;1;3990;12;3511
9000326;700260;1080;1;3990;3;3870
9000327;700261;1024;1;27990;0;27990
9000328;700262;1041;1;49790;10;44811
9000329;700263;1057;1;7345;10;6611
9000330;700264;1081;1;1567;3;1520
9000331;700264;1050;1;7490;0;7490
9000332;700265;1032;1;4790;7;4455
9000333;700265;1067;1;18490;0;18490
9000334;700266;1042;1;19790;7;18405
9000335;700267;1022;1;18990;0;18990
9000336;700268;1023;1;25567;3;24800
9000337;700269;1080;1;4345;0;4345
9000338;700270;1062;1;10490;10;9441
9000339;700270;1066;1;11990;0;11990
9000340;700270;1030;1;20090;7;18684
9000341;700271;1077;1;898;5;853
9000342;700272;1072;1;8567;0;8567
9000343;700273;1068;1;25567;5;24289
9000344;700274;1041;1;50567;0;50567
9000345;700275;1034;1;109567;5;104089
9000346;700275;1086;1;4567;7;4247
9000347;700276;1060;1;10090;0;10090
9000348;700277;1027;1;27990;10;25191
9000349;700278;1032;1;4990;5;4740
9000350;700278;1027;1;27490;0;27490
9000351;700279;1092;1;686;10;617
9000352;700279;1068;1;25490;0;25490
9000353;700280;1072;1;8790;0;8790
9000354;700281;1027;1;27090;5;25736
9000355;700282;1063;1;3790;0;3790
9000356;700282;1007;1;64567;0;64567
9000357;700283;1027;1;27490;5;26116
9000358;700284;1041;1;49567;0;49567
9000359;700285;1024;1;27345;0;27345
9000360;700285;1087;1;1790;0;1790
9000361;700286;1017;1;23345;0;23345
9000362;700287;1082;1;3345;10;3011
9000363;700288;1012;1;35090;7;32634
9000364;700289;1011;1;42090;3;40827
9000365;700290;1075;1;2790;0;2790
9000366;700290;1072;1;7345;3;7125
9000367;700291;1013;1;75990;0;75990
9000368;700292;1032;1;4490;0;4490
9000369;700292;1040;1;34790;10;31311
9000370;700293;1020;1;37990;0;37990
9000371;700294;1023;1;24567;12;21619
9000372;700294;1090;1;1345;0;1345
9000373;700295;1093;1;564;0;564
9000374;700296;1063;1;3567;10;3210
9000375;700297;1030;1;19090;0;19090
9000376;700298;1092;1;697;5;662
9000377;700299;1016;1;35345;0;35345
9000378;700300;1054;1;24090;0;24090
9000379;700300;1052;1;39567;3;38380
9000380;700301;1084;1;4567;5;4339
9000381;700301;1078;1;681;5;647
9000382;700302;1078;1;700;0;700
9000383;700303;1029;1;27790;0;27790
9000384;700304;1049;1;52790;0;52790
9000385;700305;1067;1;18345;5;17428
9000386;700306;1036;1;65090;0;65090
9000387;700307;1031;1;18990;10;17091
9000388;700308;1088;1;2490;0;2490
9000389;700308;1035;1;57790;7;53745
9000390;700309;1003;1;81567;3;79120
9000391;700310;1020;1;37790;0;37790
9000392;700310;1076;1;2790;10;2511
9000393;700310;1024;1;26790;0;26790
9000394;700311;1038;1;41090;0;41090
9000395;700312;1011;1;42345;0;42345
9000396;700313;1032;1;4990;10;4491
9000397;700314;1032;1;4090;5;3886
9000398;700315;1047;1;33490;5;31816
9000399;700315;1027;1;28345;7;26361
9000400;700316;1032;1;4090;3;3967
9000401;700317;1030;1;19567;3;18980
9000402;700318;1067;1;17345;7;16131
9000403;700319;1084;1;4490;5;4266
9000404;700320;1074;1;12567;0;12567
9000405;700321;1040;1;35490;0;35490
9000406;700321;1083;1;2567;3;2490
9000407;700322;1067;1;17790;0;17790
9000408;700323;1049;1;51090;3;49557
9000409;700323;1079;1;1345;0;1345
9000410;700324;1091;1;789;0;789
9000411;700324;1006;1;127990;10;115191
9000412;700325;1042;1;19790;0;19790
9000413;700326;1044;1;64990;0;64990
9000414;700327;1082;1;3790;5;3600
9000415;700328;1008;1;56345;3;54655
9000416;700329;1091;1;780;0;780
9000417;700330;1081;1;2790;0;2790
9000418;700330;1043;1;31567;5;29989
9000419;700331;1031;1;18345;5;17428
9000420;700332;1004;1;100490;12;88431
9000421;700332;1076;1;1090;0;1090
9000422;700333;1024;1;26490;5;25166
9000423;700333;1075;1;2090;5;1986
9000424;700333;1075;2;2345;0;4690
9000425;700334;1089;2;1090;7;2027
9000426;700335;1025;1;39567;3;38380
9000427;700335;1072;1;8567;5;8139
9000428;700336;1066;1;11490;0;11490
9000429;700337;1063;1;3345;0;3345
9000430;700338;1011;1;42490;0;42490
9000431;700339;1090;1;1790;0;1790
9000432;700340;1092;1;683;0;683
9000433;700340;1056;1;3990;7;3711
9000434;700341;1074;1;11090;7;10314
9000435;700341;1006;1;126490;0;126490
9000436;700342;1075;1;2990;0;2990
9000437;700343;1069;1;6490;5;6166
9000438;700344;1090;1;1090;0;1090
9000439;700345;1020;1;38490;5;36566
9000440;700346;1077;1;879;5;835
9000441;700347;1002;1;84567;5;80339
9000442;700348;1072;1;8790;0;8790
9000443;700349;1074;1;12490;0;12490
9000444;700350;1088;1;2345;7;2181
9000445;700351;1069;1;6567;5;6239
9000446;700352;1047;1;32090;0;32090
9000447;700353;1014;1;29490;5;28016
9000448;700354;1036;1;65345;12;57504
9000449;700354;1035;1;56345;5;53528
9000450;700355;1031;1;18990;5;18040
9000451;700356;1020;1;38490;7;35796
9000452;700357;1040;1;35090;0;35090
9000453;700358;1032;1;4990;10;4491
9000454;700359;1025;1;39567;10;35610
9000455;700360;1050;1;7567;0;7567
9000456;700360;1078;1;700;0;700
9000457;700361;1075;1;2490;0;2490
9000458;700362;1067;1;17345;7;16131
9000459;700363;1087;2;1790;0;3580
9000460;700364;1071;1;7790;0;7790
9000461;700365;1030;1;19790;0;19790
9000462;700366;1050;1;6490;10;5841
9000463;700367;1056;1;3567;5;3389
9000464;700368;1093;2;559;0;1118
9000465;700369;1074;1;11345;0;11345
9000466;700370;1004;1;100990;7;93921
9000467;700370;1075;1;2790;7;2595
9000468;700371;1068;1;25567;0;25567
9000469;700372;1010;1;110090;10;99081
9000470;700372;1091;1;792;10;713
9000471;700373;1034;1;109990;12;96791
9000472;700374;1073;1;18345;0;18345
9000473;700375;1034;1;110990;10;99891
9000474;700376;1027;1;27090;3;26277
9000475;700376;1050;1;6790;12;5975
9000476;700377;1066;1;11990;0;11990
9000477;700377;1092;1;699;0;699
9000478;700377;1071;1;7345;0;7345
9000479;700378;1027;1;27490;12;24191
9000480;700378;1069;1;6490;0;6490
9000481;700379;1037;1;69345;3;67265
9000482;700380;1076;1;1567;0;1567
9000483;700381;1012;1;35345;5;33578
9000484;700382;1016;1;35990;7;33471
9000485;700382;1075;1;2490;7;2316
9000486;700382;1091;1;787;0;787
9000487;700383;1072;1;7790;5;7400
9000488;700383;1069;1;6567;3;6370
9000489;700384;1056;2;3490;0;6980
9000490;700385;1044;1;65990;10;59391
9000491;700385;1074;1;11090;0;11090
9000492;700385;1083;1;2790;3;2706
9000493;700386;1014;1;29490;0;29490
9000494;700387;1027;1;28790;0;28790
9000495;700387;1041;1;49567;7;46097
9000496;700388;1020;1;38490;7;35796
9000497;700389;1087;2;1790;5;3401
9000498;700390;1005;1;111790;5;106200
9000499;700391;1023;1;24090;0;24090
9000500;700392;1091;1;788;12;693
9000501;700393;1001;1;71345;10;64211
9000502;700394;1002;1;85490;0;85490
9000503;700395;1044;1;65490;0;65490
9000504;700395;1050;1;6790;0;6790
9000505;700395;1091;1;787;10;708
9000506;700396;1028;1;77990;0;77990
9000507;700397;1031;1;18990;7;17661
9000508;700398;1003;1;82090;0;82090
9000509;700398;1081;1;1990;0;1990
9000510;700399;1032;1;4345;3;4215
9000511;700400;1055;1;13345;0;13345
9000512;700400;1027;1;28567;0;28567
9000513;700401;1049;1;51790;12;45575
9000514;700402;1056;1;3345;0;3345
9000515;700403;1050;1;6345;3;6155
9000516;700404;1024;1;27567;0;27567
9000517;700405;1009;1;80990;0;80990
9000518;700406;1025;1;38567;0;38567
9000519;700407;1087;1;1090;5;1036
9000520;700407;1091;1;791;0;791
9000521;700407;1011;1;43345;3;42045
9000522;700408;1022;1;18345;7;17061
9000523;700409;1048;1;44990;0;44990
9000524;700410;1018;1;39567;12;34819
9000525;700410;1081;1;1345;0;1345
9000526;700411;1087;1;1490;3;1445
9000527;700412;1038;1;42490;5;40366
9000528;700413;1016;1;35990;0;35990
9000529;700413;1081;1;2567;0;2567
9000530;700413;1020;1;38790;12;34135
9000531;700414;1050;1;7990;7;7431
9000532;700415;1049;1;51990;0;51990
9000533;700416;1025;1;38990;0;38990
9000534;700417;1062;1;10090;0;10090
9000535;700418;1083;1;2345;7;2181
9000536;700418;1091;1;793;0;793
9000537;700419;1083;1;2090;5;1986
9000538;700419;1059;1;3990;3;3870
9000539;700420;1092;1;691;0;691
9000540;700421;1035;1;56490;5;53666
9000541;700422;1093;1;568;3;551
9000542;700423;1039;1;67490;0;67490
9000543;700424;1088;1;2990;3;2900
9000544;700425;1002;1;84490;10;76041
9000545;700426;1048;1;44345;0;44345
9000546;700426;1010;1;110567;10;99510
9000547;700427;1026;1;42090;5;39986
9000548;700427;1085;1;1567;5;1489
9000549;700427;1001;1;73345;0;73345
9000550;700428;1032;2;4490;0;8980
9000551;700428;1005;1;111090;12;97759
9000552;700428;1043;1;32345;0;32345
9000553;700429;1066;1;12090;0;12090
9000554;700430;1007;1;64990;0;64990
9000555;700431;1061;1;3990;10;3591
9000556;700431;1049;1;51567;3;50020
9000557;700432;1056;1;3345;5;3178
9000558;700433;1037;1;69567;5;66089
9000559;700433;1078;1;681;0;681
9000560;700434;1093;1;575;5;546
9000561;700435;1066;1;12567;3;12190
9000562;700436;1042;1;20567;5;19539
9000563;700437;1067;1;17090;0;17090
9000564;700437;1076;1;2990;10;2691
9000565;700438;1016;1;36090;5;34286
9000566;700439;1031;1;18345;5;17428
9000567;700440;1082;1;3990;0;3990
9000568;700441;1042;1;19490;0;19490
9000569;700442;1073;1;19345;7;17991
9000570;700443;1035;1;56567;5;53739
9000571;700444;1049;1;51490;12;45311
9000572;700444;1093;1;566;0;566
9000573;700444;1022;1;18090;3;17547
9000574;700445;1091;2;797;0;1594
9000575;700446;1073;1;18490;7;17196
9000576;700447;1041;1;49990;10;44991
9000577;700447;1027;1;28990;10;26091
9000578;700448;1062;1;9090;0;9090
9000579;700449;1062;1;9990;0;9990
9000580;700449;1055;1;13345;0;13345
9000581;700450;1079;1;1490;3;1445
9000582;700450;1002;1;84790;7;78855
9000583;700451;1083;1;2090;10;1881
9000584;700452;1002;1;84990;0;84990
9000585;700453;1068;1;25567;0;25567
9000586;700454;1071;1;7490;0;7490
9000587;700455;1019;1;25567;0;25567
9000588;700456;1003;1;83790;3;81276
9000589;700457;1019;1;24490;5;23266
9000590;700457;1017;1;22990;0;22990
9000591;700458;1003;1;83490;0;83490
9000592;700459;1047;1;32345;10;29111
9000593;700460;1066;1;11790;0;11790
9000594;700461;1071;1;7090;5;6736
9000595;700462;1032;1;4790;3;4646
9000596;700463;1011;1;42790;0;42790
9000597;700463;1086;1;4090;0;4090
9000598;700463;1082;1;3567;7;3317
9000599;700464;1037;1;70090;0;70090
9000600;700465;1091;1;786;10;707
9000601;700466;1047;1;33345;0;33345
9000602;700467;1015;1;21790;0;21790
9000603;700468;1032;1;4345;0;4345
9000604;700469;1045;1;37345;0;37345
9000605;700470;1060;1;9345;7;8691
9000606;700471;1091;1;793;0;793
9000607;700472;1040;1;35345;0;35345
9000608;700473;1078;1;682;5;648
9000609;700473;1017;1;23345;0;23345
9000610;700474;1088;1;2090;5;1986
9000611;700475;1058;1;12090;3;11727
9000612;700476;1087;1;1567;10;1410
9000613;700477;1036;1;64345;7;59841
9000614;700478;1069;1;6090;5;5786
9000615;700479;1049;1;52345;5;49728
9000616;700479;1029;1;27567;0;27567
9000617;700480;1069;1;6990;0;6990
9000618;700481;1084;1;4990;0;4990
9000619;700482;1026;1;42490;3;41215
9000620;700483;1059;1;3567;3;3460
9000621;700484;1001;1;72990;0;72990
9000622;700485;1067;1;17090;7;15894
9000623;700486;1045;1;37345;5;35478
9000624;700487;1063;1;3345;0;3345
9000625;700488;1088;1;2567;0;2567
9000626;700489;1048;1;45990;0;45990
9000627;700490;1046;1;34345;0;34345
9000628;700491;1012;1;35345;0;35345
9000629;700492;1050;1;7790;0;7790
9000630;700492;1061;1;3567;7;3317
9000631;700492;1093;1;559;0;559
9000632;700493;1079;1;1345;0;1345
9000633;700493;1038;1;41790;0;41790
9000634;700494;1031;1;18345;0;18345
9000635;700495;1093;1;563;7;524
9000636;700496;1067;1;18790;12;16535
9000637;700497;1029;1;27090;0;27090
9000638;700498;1082;1;3990;12;3511
9000639;700499;1019;1;24090;12;21199
9000640;700499;1090;2;1090;0;2180
9000641;700500;1034;1;110790;0;110790
9000642;700501;1001;1;72790;3;70606
9000643;700502;1004;1;99345;0;99345
9000644;700503;1057;1;7990;0;7990
9000645;700504;1078;1;682;0;682
9000646;700505;1021;1;40090;7;37284
9000647;700506;1033;1;89567;10;80610
9000648;700507;1073;1;18490;0;18490
9000649;700507;1028;1;76567;5;72739
9000650;700508;1085;1;1090;0;1090
9000651;700508;1067;1;17990;0;17990
9000652;700508;1029;1;27790;3;26956
9000653;700509;1040;1;35567;0;35567
9000654;700509;1078;1;688;0;688
9000655;700510;1026;1;43345;0;43345
9000656;700510;1008;1;56567;0;56567
9000657;700511;1029;1;27090;0;27090
9000658;700512;1032;1;4345;5;4128
9000659;700512;1031;1;18490;0;18490
9000660;700513;1017;1;22490;0;22490
9000661;700513;1091;1;795;0;795
9000662;700514;1086;1;4790;0;4790
9000663;700515;1091;1;781;0;781
9000664;700516;1032;1;4790;0;4790
9000665;700517;1031;1;18790;10;16911
9000666;700518;1047;1;32345;0;32345
9000667;700519;1022;1;18090;0;18090
9000668;700519;1076;1;2090;7;1944
9000669;700520;1049;1;51990;0;51990
9000670;700520;1070;1;13790;0;13790
9000671;700521;1012;1;34490;3;33455
9000672;700522;1037;1;69790;5;66300
9000673;700522;1039;1;67567;0;67567
9000674;700523;1014;1;28490;10;25641
9000675;700523;1082;1;3090;0;3090
9000676;700523;1001;1;73567;3;71360
9000677;700524;1012;1;35490;0;35490
9000678;700525;1047;1;33790;0;33790
9000679;700526;1027;1;28567;5;27139
9000680;700526;1083;1;2090;0;2090
9000681;700527;1074;1;11567;0;11567
9000682;700528;1064;1;1090;3;1057
9000683;700529;1046;1;34567;7;32147
9000684;700530;1025;1;39345;0;39345
9000685;700531;1064;2;1490;10;2682
9000686;700531;1031;1;18490;0;18490
9000687;700531;1077;1;895;5;850
9000688;700532;1070;1;13490;0;13490
9000689;700533;1023;1;24090;0;24090
9000690;700534;1043;1;31790;10;28611
9000691;700534;1027;1;28090;10;25281
9000692;700535;1072;1;7090;0;7090
9000693;700535;1012;1;35790;7;33285
9000694;700536;1084;1;4567;3;4430
9000695;700537;1079;1;1090;5;1036
9000696;700538;1004;1;99490;3;96505
9000697;700539;1081;1;2567;3;2490
9000698;700540;1043;1;31090;0;31090
9000699;700540;1082;1;3490;5;3316
9000700;700541;1045;1;36567;7;34007
9000701;700542;1080;1;4567;0;4567
9000702;700543;1086;2;4990;12;8782
9000703;700543;1077;1;901;10;811
